"Action","Animation","ScienceFiction","Horror","Fantasy","Family","Adventure","Comedy","Crime","Romance","Drama","Thriller","War","Western","Mystery","Music","Documentary","History","TVMovie","title","year","rating","budget","revenue","runtime"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"The Great Hack",2019,68,0,0,114
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Satanic",2016,42,0,349183,84
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,"BlacKkKlansman",2018,75,1.5e+07,93400823,135
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Hotel for Dogs",2009,61,3.5e+07,117000198,100
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Love",2015,64,3e+06,249083,134
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"The Bride",2017,59,1500000,6945256,90
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"The Assistant",2020,65,0,1338881,88
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"Fool's Gold",2008,57,7e+07,111231041,112
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Blazing Saddles",1974,73,2600000,119500000,93
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Nothing to Hide",2018,65,8500000,0,93
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Some Kind of Wonderful",1987,69,0,18553948,95
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,"Bad Company",2002,54,7e+07,65977295,116
0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Synchronic",2020,63,0,1019041,101
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Isi & Ossi",2020,69,0,0,113
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"Snake Eyes",1998,61,7.3e+07,103891409,98
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"American Murder: The Family Next Door",2020,73,0,0,83
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"A Fall from Grace",2020,71,0,0,120
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Always Be My Maybe",2019,66,0,0,101
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"The Vast of Night",2019,66,0,0,91
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"The Kitchen",2019,62,3.8e+07,0,102
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Bullet Head",2017,49,0,87465,93
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Seven Psychopaths",2012,68,1.5e+07,33035736,110
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Smokey and the Bandit",1977,69,4300000,126737428,96
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Anchorman: The Legend of Ron Burgundy",2004,67,2.6e+07,90574188,95
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"A Night at the Roxbury",1998,66,1.7e+07,30331165,81
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conquest of the Planet of the Apes",1972,61,1700000,9700000,88
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Flightplan",2005,64,5.5e+07,223387299,98
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"The Breadwinner",2017,79,0,312381,94
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Never Let Me Go",2010,69,1.5e+07,9918093,104
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,"Casanova",2005,65,0,37691644,112
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Little White Lies",2010,71,2.5e+07,48531470,154
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Boys",2014,77,0,0,78
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Little Women",1994,73,1.8e+07,50083616,115
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Love Wedding Repeat",2020,57,0,0,100
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"A Dangerous Method",2011,63,1.5e+07,27462041,99
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"My Neighbors the Yamadas",1999,70,0,0,104
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Work It",2020,77,0,0,93
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Open Your Eyes",1997,75,2900000,368234,117
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Happy Together",1997,76,125000,0,96
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"The Swimming Pool",1969,70,0,0,123
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prospect",2018,61,0,0,98
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ClÃ©o from 5 to 7",1962,77,0,0,90
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Silenced",2011,81,2200000,31500000,125
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Les MisÃ©rables",2019,77,0,0,103
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Final Score",2018,61,2e+07,0,105
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"The Postman Always Rings Twice",1981,66,1.2e+07,12376625,122
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shivers",1975,63,179000,1e+06,88
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Buffy the Vampire Slayer",1992,56,7e+06,16624456,86
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Spontaneous",2020,70,0,0,102
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Unicorn Store",2017,60,0,0,92
0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"The Lazarus Effect",2015,52,3300000,64110728,83
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,"Suburbicon",2017,59,2.5e+07,12751667,105
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Dersu Uzala",1975,81,4e+06,0,141
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Custody",2018,76,0,81455,93
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Mother's Day",2016,60,2.5e+07,48782670,118
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Farewell My Concubine",1993,79,0,5750000,171
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"The Kingdom",2007,67,7e+07,86658558,110
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Dial M for Murder",1954,80,1400000,3e+06,105
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Sink or Swim",2018,69,0,0,122
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Magic in the Moonlight",2014,65,16800000,51029361,98
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Bangkok Dangerous",2008,52,4.5e+07,42487390,99
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Chariots of Fire",1981,69,5500000,58972904,123
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"The Neon Demon",2016,66,7e+06,3377430,118
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Marked for Death",1990,60,1.2e+07,46044400,94
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"A Dark Song",2016,62,0,0,100
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"You Were Never Really Here",2017,65,0,10891281,89
0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,"In the House",2012,73,0,11879046,105
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Flashdance",1983,65,4e+06,92921203,95
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"If I Were a Boy",2017,53,0,1162912,95
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Another Earth",2011,67,1e+05,1938783,92
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Murder on the Orient Express",1974,72,1400000,35700000,128
0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Relic",2020,60,0,2902552,89
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Dogtooth",2009,71,275576,110197,98
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"The Best Exotic Marigold Hotel",2011,69,1e+07,136836156,124
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"Vice",2018,71,6e+07,76073488,132
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"La Haine",1995,81,2600000,15300000,98
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"If Beale Street Could Talk",2018,70,1.2e+07,20572691,120
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"The Sting",1973,80,5500000,159616327,129
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Talk to Her",2002,76,0,51001550,112
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Down a Dark Hall",2018,55,0,0,96
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Midnight Express",1978,75,2300000,3.5e+07,121
0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"Vertigo",1958,82,2479000,7797728,128
0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"Colonia",2015,73,1.4e+07,3621046,106
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"Merry Christmas, Mr. Lawrence",1983,74,0,0,124
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Roma",2018,77,1.5e+07,1140769,135
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Daylight",1996,61,8e+07,159212469,115
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Nicky Larson and the Cupid's Perfume",2019,65,0,14702744,91
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Little Monsters",2019,66,0,0,94
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Father of the Bride",1991,64,2e+07,89325780,105
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Fantasia 2000",1999,70,8e+07,60655420,74
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"I'm Not There",2007,66,2e+07,4001121,135
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"Crooked House",2017,64,0,2049844,115
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Stronger",2017,70,3e+07,8484418,119
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Sabrina",1954,76,2239000,1e+07,113
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"August: Osage County",2013,69,2.5e+07,74188937,121
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"Judy",2019,68,0,38981322,118
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Mulan: Rise of a Warrior",2009,75,1.2e+07,13380561,115
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"Witness for the Prosecution",1957,82,3e+06,9e+06,116
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"Hot Summer Nights",2018,68,0,0,107
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Nothing to Lose",1997,64,2.5e+07,44480039,97
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"The Gift",2015,67,5e+06,58978653,108
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Water for Elephants",2011,70,3.8e+07,117094902,122
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"One Wild Moment",2015,58,0,0,105
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Idle Hands",1999,61,2.5e+07,4152230,92
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Before Midnight",2013,75,3e+06,11176469,109
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Wounds",2019,40,0,0,94
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Like a Cat on a Highway",2017,65,0,0,99
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,"Blow Out",1981,73,1.8e+07,1.2e+07,108
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Our Idiot Brother",2011,62,5e+06,24816118,90
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PlayTime",1967,78,0,0,115
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Raising Arizona",1987,70,6e+06,29180280,94
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"The Return of the Pink Panther",1975,68,5e+06,41833347,113
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"The Farewell",2019,75,250300,22110994,100
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Mirror",1975,81,825370,119266,107
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Samba",2014,64,2e+07,151530,118
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Touching the Void",2003,76,0,13885802,106
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Fog",2005,44,1.8e+07,46201432,100
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"First Reformed",2018,70,3500000,2525738,113
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Life Itself",2018,72,1e+07,7997774,118
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Ben Is Back",2018,66,1.3e+07,0,103
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Death Wish",1974,69,3e+06,2.2e+07,93
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Ivan's Childhood",1962,79,0,0,95
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Fast & Furious 6",2013,68,1.6e+08,788680968,131
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"The Counselor",2013,52,2.5e+07,71009334,117
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Suck Me Shakespeer",2013,70,5e+06,0,119
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,"The Mission",1986,74,24500000,17218023,126
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Gringo",2018,59,0,0,111
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,"To Catch a Thief",1955,74,2500000,8750000,107
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"8Â½",1963,82,0,0,139
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"The Hundred-Foot Journey",2014,73,2.2e+07,88880821,122
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Mayhem",2017,65,0,0,86
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"A Man Called Ove",2015,76,0,3371692,116
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"The Traitor",2019,77,0,0,151
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Mon Oncle",1958,74,0,0,118
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The Producers",1967,72,947000,0,88
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Other Side of the Door",2016,55,0,14332467,96
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Three Identical Strangers",2018,74,0,1041955,97
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"On the Rocks",2020,62,0,0,96
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Honey Boy",2019,72,3500000,3400977,94
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prince of Darkness",1987,68,3e+06,14182492,101
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Pieces of a Woman",2020,71,0,0,127
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Loveless",2017,74,0,3925992,122
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"Dolores Claiborne",1995,72,0,0,132
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"The Stepford Wives",2004,57,9e+07,1.02e+08,93
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The Secret of My Success",1987,65,1.2e+07,110996879,111
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"Strangers on a Train",1951,77,1200000,7e+06,101
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"Super Troopers",2001,66,1200000,18492362,100
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Endless",2017,63,1e+06,956425,112
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Toni Erdmann",2016,70,1e+07,0,162
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Dangerous Lies",2020,64,0,0,96
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"The Tale",2018,71,0,0,115
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Queen & Slim",2019,72,2e+07,47803176,131
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,"Black Death",2010,60,0,382879,102
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Eighth Grade",2018,72,2e+06,13539709,94
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"How to Build a Better Boy",2014,64,0,0,90
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,"Gotti",2018,53,1e+07,4343227,106
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Serial (Bad) Weddings 2",2019,59,18500000,87761857,99
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"North by Northwest",1959,80,4e+06,13275000,136
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Purple Noon",1960,76,0,0,115
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Bronson",2008,70,230000,2260712,92
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Phenomena",1985,68,3800000,0,116
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Dark Crimes",2016,45,4480393,0,93
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,"Holmes & Watson",2018,43,4.2e+07,40462793,90
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"Double Lover",2017,61,7110000,4248574,108
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"When in Rome",2010,60,5.5e+07,43042835,91
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"You, Me and Dupree",2006,56,5.4e+07,130431368,108
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Zardoz",1974,58,0,0,105
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Stan & Ollie",2018,70,1e+07,24420923,98
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,"The Sisters Brothers",2018,68,3.8e+07,13143056,122
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"The Climb",2017,68,6600000,0,103
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Rogue",2020,56,0,139757,106
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"Radioactive",2020,66,0,3507755,111
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The Sitter",2011,56,2.5e+07,34942188,81
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Cyrano, My Love",2018,76,0,0,113
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,"The Man Who Invented Christmas",2017,68,0,8096007,105
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"La Cage aux Folles",1978,69,1100000,20424259,92
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"La Dolce Vita",1960,82,0,19647000,176
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Jenny's Wedding",2015,57,0,0,94
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Amityville: The Awakening",2017,54,0,0,87
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"Serpico",1973,76,3e+06,29800000,130
1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Slaughterhouse Rulez",2018,56,0,730762,104
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Destroyer",2018,59,9e+06,0,121
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"VeinteaÃ±era, Divorciada y FantÃ¡stica",2020,81,0,0,93
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Gabriel's Inferno",2020,85,0,0,122
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"Kursk",2018,67,2e+07,0,118
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Wayne's World",1992,67,2e+07,183097323,95
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"Charade",1963,77,4e+06,13475000,113
0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Rattlesnake",2019,52,0,0,85
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Barefoot",2014,65,6e+06,15071,90
1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,"The Replacement Killers",1998,62,3e+07,19204929,87
1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"Six Days Seven Nights",1998,60,7e+07,164839294,98
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"The War of the Roses",1989,69,2.6e+07,160188546,116
0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Ruby Sparks",2012,71,8e+06,9128263,104
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Swiped",2018,45,0,0,93
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"High Noon",1952,77,730000,8e+06,85
0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,"Donkey Skin",1970,73,0,13200000,90
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Maurice",1987,76,0,2438304,140
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Only Lovers Left Alive",2013,73,7e+06,7600000,123
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"The Occupant",2020,64,0,0,103
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Words on Bathroom Walls",2020,80,0,0,111
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"One Missed Call",2003,62,1700000,16200000,112
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Play Misty for Me",1971,66,725000,10600000,102
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"An Unfinished Life",2005,68,3e+07,18618284,108
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"Along Came a Spider",2001,63,6e+07,105178561,104
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The F**k-It List",2020,62,5e+06,0,103
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Our Kind of Traitor",2016,60,0,9930095,108
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Pain and Glory",2019,75,10769016,37359689,114
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Midnight Cowboy",1969,75,3600000,44785053,113
0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Peggy Sue Got Married",1986,61,1.8e+07,41382841,103
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"The Crucible",1996,66,2.5e+07,7343114,124
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"The Last King of Scotland",2006,75,6e+06,48618191,123
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Volver",2006,75,12899867,85582407,121
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Sissi",1955,74,0,0,102
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Sideways",2004,71,1.6e+07,109502303,127
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"The Good Liar",2019,67,1e+07,33856058,109
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"2 Fast 2 Furious",2003,64,7.6e+07,236350661,108
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"The Miseducation of Cameron Post",2018,70,9e+05,2019874,92
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"A Perfect Day",2015,67,0,1702433,106
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Stop! Or My Mom Will Shoot",1992,53,0,70611210,87
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,"Mother",2009,77,5e+06,17112713,129
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Velvet Buzzsaw",2019,53,2.1e+07,0,113
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Desperados",2020,61,0,0,105
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"2046",2004,72,1.2e+07,19271312,128
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Border",2018,68,0,2045184,110
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Andrei Rublev",1966,82,0,0,205
