"Action","Animation","ScienceFiction","Horror","Fantasy","Family","Adventure","Comedy","Crime","Romance","Drama","Thriller","War","Western","Mystery","Music","Documentary","History","TVMovie","title","year","rating","budget","revenue","runtime"
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Titane",2021,65,6600000,5115725,108
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"No Sudden Move",2021,64,0,0,115
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"The Call of the Wild",2020,76,1.09e+08,107604626,100
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"My Neighbor Totoro",1988,81,3700000,4.5e+07,86
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alien",1979,81,1.1e+07,104931801,117
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Willy Wonka & the Chocolate Factory",1971,75,3e+06,4e+06,100
1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,"Sherlock Holmes: A Game of Shadows",2011,71,1.25e+08,334615000,129
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"The Devil Wears Prada",2006,74,3.5e+07,326551094,109
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Mission: Impossible",1996,69,8e+07,457731198,110
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Doctor Sleep",2019,72,4.5e+07,72281712,152
0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,"In This Corner of the World",2016,80,0,19496308,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Burn the Stage: The Movie",2018,86,0,20,85
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Swan Song",2021,74,0,0,112
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Dragonball Evolution",2009,28,3e+07,58228460,85
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Sputnik",2020,65,0,0,113
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"To All the Boys: Always and Forever",2021,77,0,0,115
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"The Handmaiden",2016,83,8575000,37767206,145
0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Goodnight Mommy",2014,67,0,2193474,100
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,"Red Tails",2012,65,5.8e+07,50365377,125
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Angel Has Fallen",2019,65,4e+07,146661977,122
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Your Eyes Tell",2020,85,0,0,123
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Gemini Man",2019,64,1.38e+08,173469516,117
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Ready or Not",2019,71,6e+06,57615777,95
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Marley & Me",2008,72,6e+07,242717113,115
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Pan's Labyrinth",2006,77,1.9e+07,83258226,118
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Intrusion",2021,60,0,0,93
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"300",2007,72,6.5e+07,422610419,117
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Ghostbusters",2016,54,1.44e+08,229147509,117
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"3 Idiots",2009,80,9e+06,7e+07,170
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[REC]",2007,72,1500000,32511655,78
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"Midway",2019,71,1e+08,127420861,138
1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Justice League Dark: Apokolips War",2020,83,0,0,90
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Casper",1995,63,5e+07,287928194,100
1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"The Road to El Dorado",2000,72,9.5e+07,76432727,89
0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Aftermath",2021,64,0,0,114
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"The Outpost",2020,69,1.8e+07,2133452,123
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"War Room",2015,78,3e+06,67790117,120
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bloodshot",2020,68,4.2e+07,33542457,110
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Snowpiercer",2013,69,39200000,86758912,127
1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,"Pearl Harbor",2001,69,1.4e+08,449220945,183
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Alvin and the Chipmunks: The Squeakquel",2009,56,7.5e+07,443140005,88
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Rolling to You",2018,65,7e+06,0,107
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Cherry",2021,75,4e+07,0,140
1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Finding 'Ohana",2021,65,0,0,123
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Dora and the Lost City of Gold",2019,68,4.9e+07,119682635,102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"BLACKPINK: Light Up the Sky",2020,83,0,0,79
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"6 Underground",2019,63,1.5e+08,0,128
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Alvin and the Chipmunks: Chipwrecked",2011,57,7.5e+07,342695435,87
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Shutter Island",2010,82,8e+07,294800000,138
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"Knives Out",2019,79,4e+07,309232797,131
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Truth or Dare",2018,60,3500000,95330493,100
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Puss in Boots",2011,64,1.3e+08,554987477,90
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"The Fifth Element",1997,75,9e+07,263920180,126
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paranormal Activity 3",2011,59,5e+06,207039844,94
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"London Has Fallen",2016,61,6e+07,205754447,99
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Ella Enchanted",2004,64,3.1e+07,27388767,96
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"The Ten Commandments",1956,77,1.3e+07,122700000,220
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"Miracle in Cell No. 7",2019,83,0,19289062,132
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Jeepers Creepers 3",2017,49,6200000,3600000,100
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Doorman",2020,58,0,307873,97
0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Monsters vs Aliens",2009,62,1.75e+08,381509870,94
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Casino",1995,80,5.2e+07,116112375,179
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Akira",1988,80,1e+07,553171,124
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Jaws",1975,76,7e+06,470653000,124
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Life Is Beautiful",1997,85,2e+07,230098753,116
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"Straight Outta Compton",2015,78,2.8e+07,201634991,147
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Hellboy",2019,55,5e+07,44664690,121
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Batman",1989,72,3.5e+07,411348924,126
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"The Flu",2013,75,0,19775853,122
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Hereditary",2018,72,1e+07,80239658,128
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Addams Family Values",1993,69,4.7e+07,48919043,94
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Friday the 13th",2009,58,1.9e+07,91509154,97
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Bride Wars",2009,62,3e+07,115375850,89
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Skyscraper",2018,63,1.25e+08,292351275,102
0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"I See You",2019,70,3e+06,0,98
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kingsglaive: Final Fantasy XV",2016,68,0,269980,115
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Crawl",2019,63,13500000,89203432,88
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The Legend of Tarzan",2016,59,1.8e+08,356743061,109
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Naruto: Ninja Clash in the Land of Snow",2004,72,0,0,82
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Scream",1996,73,1.4e+07,173046663,112
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Chicken Run",2000,67,4.5e+07,224834564,84
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BÄhubali 2: The Conclusion",2017,73,3.1e+07,275947313,168
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Coach Carter",2005,75,3e+07,76669806,136
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Gone Girl",2014,79,6.1e+07,369330363,149
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Transformers: Revenge of the Fallen",2009,61,2e+08,836303693,150
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Boyz n the Hood",1991,76,6500000,57504069,112
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Frankenweenie",2012,69,3.9e+07,81493846,87
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Escape Plan 2: Hades",2018,51,2e+07,17500000,96
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Mortal Engines",2018,62,1e+08,83672673,129
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Passengers",2016,69,1.1e+08,303144152,116
1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Scott Pilgrim vs. the World",2010,75,8.5e+07,4.8e+07,112
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"Rambo III",1988,61,6.3e+07,189015611,102
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Countdown",2019,64,6500000,48021766,90
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"The Truman Show",1998,81,6e+07,264118201,103
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I, Robot",2004,69,1.2e+08,347234916,115
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Terminator 3: Rise of the Machines",2003,61,2e+08,4.35e+08,109
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Chemical Hearts",2020,75,0,0,93
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Freaks",2019,68,0,333593,105
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"First Blood",1982,74,1.5e+07,125212904,93
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,"The Revenant",2015,75,1.35e+08,532950503,157
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Hidden Figures",2016,80,2.5e+07,230698791,127
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Greta",2018,66,0,0,98
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"PAW Patrol: Mighty Pups",2018,75,0,0,44
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Whisper of the Heart",1995,79,0,0,111
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hostel",2005,59,4800000,81979826,94
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Cursed",2005,55,3.5e+07,19294901,97
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Friends: The Reunion",2021,80,0,0,104
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"Se7en",1995,84,3.3e+07,327311859,127
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Batman Returns",1992,69,8e+07,2.8e+08,126
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Love and Monsters",2020,74,3e+07,1070714,109
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Stillwater",2021,68,2e+07,19672073,139
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"It Boy",2013,63,0,0,92
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Space Pirate Captain Harlock",2013,66,3e+07,18010317,115
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Halloween",2018,65,1e+07,253688035,106
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Licorice Pizza",2021,71,4e+07,27423319,133
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Rental",2020,56,0,4296804,88
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"The Invisible Guest",2017,81,4e+06,3e+07,107
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Princess Mononoke",1997,83,26500000,159414369,134
1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,"Sherlock Holmes",2009,72,9e+07,524028679,129
1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Aliens vs Predator: Requiem",2007,51,4e+07,130290885,94
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"The Lost Daughter",2021,66,0,14521,122
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Greenland",2020,72,3.4e+07,52300000,120
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Munich: The Edge of War",2022,69,0,0,129
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Tears of the Sun",2003,68,7.5e+07,86468162,121
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Norbit",2007,56,1e+07,159313561,102
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Lilo & Stitch 2: Stitch Has a Glitch",2005,66,0,0,68
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"The Boy Who Harnessed the Wind",2019,79,0,0,113
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The Watch",2012,55,6.8e+07,68267862,102
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Piranha 3D",2010,54,2.4e+07,83188165,88
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The Hustle",2019,63,0,32677774,94
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Cast Away",2000,77,9e+07,429632142,143
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Casino Royale",2006,75,1.5e+08,599045960,144
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Full Metal Jacket",1987,81,3e+07,46357676,117
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Evil Dead",1981,73,350000,29400000,85
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"What Men Want",2019,62,2e+07,69766483,117
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Hunter Killer",2018,68,4e+07,31672678,121
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Us",2019,70,2e+07,255105930,116
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"The Founder",2016,71,1.5e+07,24121245,115
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"The Platform",2019,70,0,0,95
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Where the Wild Things Are",2009,65,1e+08,100140916,101
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Man on a Ledge",2012,64,4.2e+07,46221189,102
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Into the Storm",2014,60,5e+07,160602194,89
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Percy Jackson: Sea of Monsters",2013,60,9e+07,199850315,106
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Me, Myself & Irene",2000,66,5.1e+07,149270999,116
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"1917",2019,80,1e+08,374733942,119
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Bourne Legacy",2012,62,1.3e+08,276572938,135
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"The Transporter",2002,67,2.1e+07,43928932,92
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Good Boys",2019,69,2e+07,111037232,89
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Home",2015,68,1.35e+08,368871007,94
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The Addams Family",1991,70,3e+07,191502426,102
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Poltergeist",2015,52,3.5e+07,95437994,93
1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Planet of the Apes",2001,57,1e+08,362211740,119
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Seeking Justice",2011,59,1.7e+07,14089528,105
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"28 Weeks Later",2007,66,1.5e+07,65048678,100
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"2 Guns",2013,65,6.1e+07,131940411,109
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Hitman",2007,61,2.4e+07,99965753,89
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"47 Meters Down: Uncaged",2019,57,1.2e+07,0,90
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"Clouds",2020,83,0,0,121
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"Bridge to Terabithia",2007,73,6e+07,137587063,96
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Noah",2014,56,1.25e+08,362637473,138
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"The Godfather: Part III",1990,74,5.4e+07,136766062,170
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Dune",1984,62,4e+07,30925690,137
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Mom and Dad",2018,54,0,169209,86
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Little Women",2019,79,4e+07,216601214,135
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Taxi Driver",1976,82,1300000,28570902,114
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"xXx",2002,59,7e+07,277448382,124
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The Babysitter: Killer Queen",2020,65,0,0,101
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"Braveheart",1995,79,7.2e+07,213216216,178
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"R.I.P.D.",2013,58,1.3e+08,61648500,96
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Star Trek Beyond",2016,68,1.85e+08,343471816,122
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The Lego Batman Movie",2017,72,8e+07,311950384,104
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dragon Ball Z: Dead Zone",1989,66,0,1.4e+07,41
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"The Blair Witch Project",1999,63,60000,248639099,81
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Escape Room",2019,65,9e+06,155712077,100
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Midsommar",2019,71,9e+06,47980982,147
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"The Christmas Chronicles: Part Two",2020,65,0,0,112
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"The Patriot",2000,71,1.1e+08,215294342,165
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"The Princess Switch 3: Romancing the Star",2021,69,0,0,106
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"El Camino: A Breaking Bad Movie",2019,69,0,0,123
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Elysium",2013,65,1.15e+08,286140700,109
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"Schindler's List",1993,86,2.2e+07,321365567,195
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Annihilation",2018,64,4e+07,43070915,115
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mama",2013,62,1.5e+07,146497771,100
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"One Day",2011,74,1.5e+07,59389433,107
1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"Taxi",2004,55,2.5e+07,71255003,97
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Don't Listen",2020,65,0,443458,98
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Aliens",1986,79,18500000,183316455,137
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Indiana Jones and the Last Crusade",1989,78,4.8e+07,474171806,127
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Cadaver",2020,56,0,0,86
0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"The Prince of Egypt",1998,72,7e+07,218613188,99
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Palmer",2021,80,0,0,110
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Goosebumps",2015,63,5.8e+07,158162788,103
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"I Can Only Imagine",2018,75,7e+06,86026201,110
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Lorax",2012,65,7e+07,348840316,86
0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,"Ghost",1990,72,2.2e+07,5.05e+08,127
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Sweeney Todd: The Demon Barber of Fleet Street",2007,72,5e+07,1.52e+08,116
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"The Huntsman: Winter's War",2016,63,1.15e+08,164989338,114
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Chinese Zodiac",2012,61,4.8e+07,171339013,109
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Blackhat",2015,55,7e+07,17752940,133
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Tod@s Caen",2019,77,0,0,120
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"tick, tick... BOOM!",2021,78,0,0,120
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Raiders of the Lost Ark",1981,79,1.8e+07,389925971,115
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Resident Evil: Damnation",2012,68,0,2325035,100
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Bruised",2021,70,1.1e+07,0,129
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Predator 2",1990,62,3.5e+07,57120318,108
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Afterlife of the Party",2021,69,0,0,109
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Spy",2015,68,6.5e+07,235666219,120
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Dolittle",2020,67,1.75e+08,245692007,101
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"The Babysitters",2008,59,0,44852,88
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"The Ugly Truth",2009,65,3.8e+07,321682600,96
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antebellum",2020,63,1.5e+07,7060384,105
0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Barbie Fairytopia: Magic of the Rainbow",2007,68,0,0,75
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Disobedience",2017,70,6e+06,0,114
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Antz",1998,61,6e+07,171757863,83
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Kiki's Delivery Service",1989,78,6900000,4493017,103
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Alvin and the Chipmunks: The Road Chip",2015,60,9e+07,233755553,92
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Men of Honor",2000,74,82343495,48814909,129
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Tad, the Lost Explorer",2012,60,10500000,2.3e+07,90
1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"The Lego Movie 2: The Second Part",2019,67,9.9e+07,192456290,106
