"","x"
"170","The Hills Have Eyes 2       (2007)+55.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$37,697,773.00+1h 29m"
"171","Invasion       (2020)+69.0+Science Fiction, Drama, Romance, Action+OriginalTitleВторжениеStatusReleasedOriginalLanguageRussianBudget$8,819,200.00Revenue$32,104,054.00+2h 9m"
"172","Jackass: The Movie       (2002)+63.0+Comedy, Documentary, Action+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue$64,282,312.00+1h 28m"
"173","The Hand of God       (2021)+76.0+Drama+OriginalTitleÈstatalamanodiDioStatusReleasedOriginalLanguageItalianBudget-Revenue-+2h 10m"
"174","Tombstone       (1993)+76.0+Western, Action+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$56,505,065.00+2h 10m"
"175","The Invisible Man       (2020)+72.0+Thriller, Science Fiction, Horror+StatusReleasedOriginalLanguageEnglishBudget$7,000,000.00Revenue$130,234,661.00+2h 4m"
"176","Hellboy II: The Golden Army       (2008)+67.0+Action, Adventure, Mystery, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$85,000,000.00Revenue$160,388,063.00+2h"
"177","Inferno       (2016)+60.0+Mystery, Thriller, Drama, Action+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$220,021,259.00+2h 1m"
"178","The Paperboy       (2012)+56.0+Thriller, Drama, Mystery+StatusReleasedOriginalLanguageEnglishBudget$12,500,000.00Revenue$1,353,868.00+1h 47m"
"179","Level 16       (2018)+68.0+Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$15,575.00+1h 42m"
"180","From Hell       (2001)+67.0+Horror, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$74,558,115.00+2h 2m"
"181","Teen Titans Go! vs. Teen Titans       (2019)+80.0+Action, Animation+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 16m"
"182","His House       (2020)+65.0+Drama, Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 33m"
"183","Zathura: A Space Adventure       (2005)+64.0+Family, Fantasy, Science Fiction, Adventure, Comedy+StatusReleasedOriginalLanguageEnglishBudget$65,000,000.00Revenue$65,079,104.00+1h 41m"
"184","Mike and Dave Need Wedding Dates       (2016)+61.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$33,000,000.00Revenue$77,068,246.00+1h 38m"
"185","Daddy's Home       (2015)+63.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$242,786,137.00+1h 36m"
"186","Leatherface       (2017)+55.0+Horror, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 28m"
"187","Brightburn       (2019)+61.0+Horror, Thriller, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$6,000,000.00Revenue$32,893,421.00+1h 31m"
"188","Raw       (2016)+71.0+Drama, Horror+OriginalTitleGraveStatusReleasedOriginalLanguageFrenchBudget$3,500,000.00Revenue$4,100,000.00+1h 39m"
"189","Man on Fire       (2004)+74.0+Action, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$70,000,000.00Revenue$130,293,714.00+2h 26m"
"190","Black Box       (2020)+65.0+Horror, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 40m"
"191","Mr. & Mrs. Smith       (2005)+67.0+Action, Comedy, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$110,000,000.00Revenue$487,287,646.00+2h"
"192","Polaroid       (2019)+60.0+Horror, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 28m"
"193","Cold Pursuit       (2019)+57.0+Action, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$76,419,755.00+1h 59m"
"194","Alpha       (2018)+64.0+Adventure, Drama+StatusReleasedOriginalLanguageEnglishBudget$51,000,000.00Revenue$35,808,437.00+1h 37m"
"195","Jason Bourne       (2016)+63.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$120,000,000.00Revenue$415,484,914.00+2h 3m"
"196","Wild Things       (1998)+63.0+Mystery, Thriller, Drama+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$67,200,000.00+1h 48m"
"197","Point Break       (2015)+59.0+Action+StatusReleasedOriginalLanguageEnglishBudget$105,000,000.00Revenue$133,718,711.00+1h 54m"
"198","Blow       (2001)+74.0+Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget$53,000,000.00Revenue$83,282,296.00+2h 4m"
"199","Only the Brave       (2017)+74.0+Drama, Action, History+StatusReleasedOriginalLanguageEnglishBudget$38,000,000.00Revenue$25,754,775.00+2h 13m"
"200","The Man from U.N.C.L.E.       (2015)+71.0+Comedy, Action, Adventure+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$108,145,109.00+1h 56m"
"201","Space Jam       (1996)+69.0+Family, Animation, Comedy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$250,200,000.00+1h 28m"
"202","Indiana Jones and the Kingdom of the Crystal Skull       (2008)+60.0+Adventure, Action+StatusReleasedOriginalLanguageEnglishBudget$185,000,000.00Revenue$786,636,033.00+2h 2m"
"203","[REC]Â²       (2009)+66.0+Thriller, Horror+StatusReleasedOriginalLanguageSpanish;CastilianBudget$5,600,000.00Revenue$18,469,680.00+1h 25m"
"204","King Arthur       (2004)+63.0+Adventure, War, History, Action+StatusReleasedOriginalLanguageEnglishBudget$120,000,000.00Revenue$203,567,857.00+2h 6m"
"205","Love, Simon       (2018)+81.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$17,000,000.00Revenue$66,316,289.00+1h 50m"
"206","Porco Rosso       (1992)+78.0+Family, Comedy, Animation, Adventure+OriginalTitle紅の豚StatusReleasedOriginalLanguageJapaneseBudget-Revenue-+1h 34m"
"207","Missing Link       (2019)+70.0+Family, Animation, Comedy, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$26,249,469.00+1h 35m"
"208","Neon Genesis Evangelion: The End of Evangelion       (1997)+84.0+Drama, Science Fiction, Animation, Action+OriginalTitle新世紀エヴァンゲリオン劇場版Air／まごころを、君にStatusReleasedOriginalLanguageJapaneseBudget-Revenue$20,000,000.00+1h 27m"
"209","Step Up All In       (2014)+68.0+Romance, Drama, Music+StatusReleasedOriginalLanguageEnglishBudget$45,000,000.00Revenue$86,165,646.00+1h 52m"
"210","Summer Wars       (2009)+75.0+Animation+OriginalTitleサマーウォーズStatusReleasedOriginalLanguageJapaneseBudget-Revenue$18,434,328.00+1h 54m"
"211","[REC]â´ Apocalypse       (2014)+56.0+Thriller, Horror+OriginalTitle[REC]4:ApocalipsisStatusReleasedOriginalLanguageSpanish;CastilianBudget$3,000,000.00Revenue$4,915,757.00+1h 35m"
"212","The Shape of Water       (2017)+72.0+Drama, Fantasy, Romance+StatusReleasedOriginalLanguageEnglishBudget$19,500,000.00Revenue$194,989,655.00+2h 3m"
"213","Songbird       (2020)+62.0+Thriller, Romance, Drama, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 25m"
"214","Con Air       (1997)+67.0+Action, Thriller, Crime+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$224,012,234.00+1h 56m"
"215","Tag       (2018)+67.0+Comedy, Action+StatusReleasedOriginalLanguageEnglishBudget$28,000,000.00Revenue$75,100,000.00+1h 40m"
"216","AlienÂ³       (1992)+63.0+Science Fiction, Action, Horror+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$159,773,545.00+1h 54m"
"217","Monster Trucks       (2016)+61.0+Action, Comedy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$125,000,000.00Revenue$64,493,915.00+1h 44m"
"218","The Wrong Missy       (2020)+62.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 30m"
"219","Ghostbusters       (1984)+75.0+Comedy, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$296,187,079.00+1h 47m"
"220","Deepwater Horizon       (2016)+68.0+Drama, Action+StatusReleasedOriginalLanguageEnglishBudget$110,000,000.00Revenue$121,790,373.00+1h 47m"
"221","2001: A Space Odyssey       (1968)+81.0+Science Fiction, Mystery, Adventure+StatusReleasedOriginalLanguageEnglishBudget$12,000,000.00Revenue$71,923,560.00+2h 29m"
"222","Oldboy       (2003)+83.0+Drama, Thriller, Mystery, Action+OriginalTitle올드보이StatusReleasedOriginalLanguageKoreanBudget$3,000,000.00Revenue$15,194,593.00+2h"
"223","Daddy's Home 2       (2017)+63.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$69,000,000.00Revenue$180,613,180.00+1h 40m"
"224","A Prayer Before Dawn       (2018)+68.0+Drama, Action, Crime+StatusReleasedOriginalLanguageEnglishBudget-Revenue$958,883.00+1h 56m"
"225","Happy Death Day 2U       (2019)+63.0+Comedy, Horror, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$9,000,000.00Revenue$25,327,500.00+1h 40m"
"226","The Punisher       (2004)+63.0+Action, Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget$33,000,000.00Revenue$54,700,105.00+2h 4m"
"227","Deep Impact       (1998)+62.0+Action, Drama, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$349,464,664.00+2h"
"228","Speed       (1994)+71.0+Action, Adventure, Crime+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$350,448,145.00+1h 56m"
"229","The Mule       (2018)+68.0+Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$174,804,407.00+1h 56m"
"230","Run All Night       (2015)+64.0+Action+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$71,561,644.00+1h 54m"
"231","Enola Holmes       (2020)+73.0+Mystery, Crime, Adventure+StatusReleasedOriginalLanguageEnglishBudget$21,000,000.00Revenue-+2h 3m"
"232","Gabriel's Inferno: Part III       (2020)+85.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 45m"
"233","Triple Frontier       (2019)+63.0+Action, Thriller, Crime, Adventure+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 5m"
"234","AVP: Alien vs. Predator       (2004)+59.0+Adventure, Science Fiction, Action, Horror+StatusReleasedOriginalLanguageEnglishBudget$70,000,000.00Revenue$177,427,090.00+1h 41m"
"235","Being the Ricardos       (2021)+66.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 12m"
"236","Paul Blart: Mall Cop 2       (2015)+52.0+Action, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$38,000,000.00Revenue$107,597,242.00+1h 34m"
"237","Jumper       (2008)+61.0+Action, Adventure, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$85,000,000.00Revenue$222,231,186.00+1h 28m"
"238","American Beauty       (1999)+80.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$356,296,601.00+2h 2m"
"239","A-X-L       (2018)+63.0+Science Fiction, Action, Adventure, Family+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue-+1h 38m"
"240","Slender Man       (2018)+44.0+Horror, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$11,817,275.00+1h 33m"
"241","The Lighthouse       (2019)+75.0+Drama, Fantasy, Thriller, Horror+StatusReleasedOriginalLanguageEnglishBudget$11,000,000.00Revenue$18,123,239.00+1h 49m"
"242","Carrie       (1976)+73.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$1,800,000.00Revenue$33,800,000.00+1h 38m"
"243","To All the Boys: P.S. I Still Love You       (2020)+69.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 42m"
"244","Paddington 2       (2017)+75.0+Adventure, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$227,300,000.00+1h 44m"
"245","The Foreigner       (2017)+68.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$145,374,099.00+1h 53m"
"246","Z-O-M-B-I-E-S 2       (2020)+78.0+Music, Romance, TV Movie+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 24m"
"247","Captain Underpants: The First Epic Movie       (2017)+62.0+Action, Animation, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$38,000,000.00Revenue$125,427,681.00+1h 29m"
"248","The Quake       (2018)+68.0+Action, Thriller+OriginalTitleSkjelvetStatusReleasedOriginalLanguageNorwegianBudget$6,300,000.00Revenue-+1h 46m"
"249","Sabotage       (2014)+56.0+Action, Drama, Thriller, Crime+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$22,126,842.00+1h 50m"
"250","Die Hard 2       (1990)+69.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$70,000,000.00Revenue$240,031,094.00+2h 4m"
"251","Fractured       (2019)+67.0+Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 39m"
"252","Pitch Perfect       (2012)+73.0+Comedy, Music, Romance+StatusReleasedOriginalLanguageEnglishBudget$17,000,000.00Revenue$115,400,000.00+1h 52m"
"253","Creepshow       (1982)+69.0+Horror, Comedy+StatusReleasedOriginalLanguageEnglishBudget$8,000,000.00Revenue$21,028,755.00+2h"
"254","Charlie's Angels       (2019)+66.0+Action, Adventure, Comedy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$48,000,000.00Revenue$73,279,888.00+1h 58m"
"255","Starship Troopers       (1997)+70.0+Adventure, Action, Thriller, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$105,000,000.00Revenue$121,214,377.00+2h 9m"
"256","Return of the Jedi       (1983)+79.0+Adventure, Action, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$32,350,000.00Revenue$572,700,000.00+2h 15m"
"257","Back to the Future Part II       (1989)+77.0+Adventure, Comedy, Family, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$332,000,000.00+1h 48m"
"258","[REC]Â³ Genesis       (2012)+52.0+Horror+OriginalTitle[REC]Â³GÃ©nesisStatusReleasedOriginalLanguageSpanish;CastilianBudget$6,400,000.00Revenue$11,019,975.00+1h 20m"
"259","Smallfoot       (2018)+68.0+Family, Animation, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 36m"
"260","Daredevil       (2003)+52.0+Fantasy, Action+StatusReleasedOriginalLanguageEnglishBudget$78,000,000.00Revenue$179,179,718.00+1h 43m"
"261","Tammy       (2014)+53.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$100,525,432.00+1h 37m"
"262","21       (2008)+67.0+Drama, Crime+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$159,808,370.00+2h 3m"
"263","Batman & Robin       (1997)+43.0+Science Fiction, Action, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$125,000,000.00Revenue$238,207,122.00+2h 5m"
"264","Boss Level       (2021)+69.0+Action, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget$45,000,000.00Revenue$2,000,000.00+1h 34m"
"265","Benedetta       (2021)+68.0+Drama, History, Romance+StatusReleasedOriginalLanguageFrenchBudget$24,350,000.00Revenue$2,652,725.00+2h 11m"
"266","Cry Macho       (2021)+61.0+Western, Drama+StatusReleasedOriginalLanguageEnglishBudget$33,000,000.00Revenue$11,780,000.00+1h 44m"
"267","Back to the Future Part III       (1990)+74.0+Adventure, Comedy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$244,527,583.00+1h 59m"
"268","Black Swan       (2010)+76.0+Drama, Thriller, Horror+StatusReleasedOriginalLanguageEnglishBudget$13,000,000.00Revenue$329,398,046.00+1h 48m"
"269","Return of the Tooth Fairy       (2020)+65.0+Horror+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 31m"
"270","The Rock       (1996)+71.0+Action, Adventure, Thriller+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$335,062,621.00+2h 17m"
"271","Escape Plan: The Extractors       (2019)+53.0+Action, Thriller, Crime+StatusReleasedOriginalLanguageEnglishBudget$3,600,000.00Revenue-+1h 37m"
"272","Blockers       (2018)+63.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$21,000,000.00Revenue$94,017,294.00+1h 42m"
"273","Togo       (2019)+82.0+Adventure, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 53m"
"274","Perfect Stranger       (2007)+58.0+Thriller+StatusReleasedOriginalLanguageEnglishBudget$60,795,000.00Revenue$73,090,611.00+1h 49m"
"275","Carrie       (2013)+60.0+Drama, Horror+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$82,394,288.00+1h 40m"
"276","Life       (2017)+64.0+Horror, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget$58,000,000.00Revenue$100,541,806.00+1h 44m"
"277","Belle       (2021)+81.0+Animation, Drama, Science Fiction, Music+OriginalTitle竜とそばかすの姫StatusReleasedOriginalLanguageJapaneseBudget-Revenue$63,501,160.00+2h 2m"
"278","The Iceman       (2012)+65.0+Thriller, Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$1,969,193.00+1h 45m"
"279","The Cat Returns       (2002)+72.0+Adventure, Fantasy, Animation, Drama, Family+OriginalTitle猫の恩返しStatusReleasedOriginalLanguageJapaneseBudget-Revenue$54,016,370.00+1h 15m"
"280","Batman Forever       (1995)+54.0+Action, Crime, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$336,529,144.00+2h 1m"
"281","Date Night       (2010)+61.0+Comedy, Action, Adventure+StatusReleasedOriginalLanguageEnglishBudget$55,000,000.00Revenue$152,263,880.00+1h 37m"
"282","Batman: Hush       (2019)+73.0+Science Fiction, Crime, Animation, Mystery, Action+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 22m"
"283","Scooby-Doo! Return to Zombie Island       (2019)+70.0+Animation, Comedy, Family, Adventure+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 20m"
"284","The Rover       (2014)+63.0+Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget$12,250,000.00Revenue$2,510,007.00+1h 43m"
"285","Atomic Blonde       (2017)+64.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$100,014,025.00+1h 55m"
"286","The Karate Kid       (1984)+72.0+Action, Family, Drama+StatusReleasedOriginalLanguageEnglishBudget$8,000,000.00Revenue$130,442,786.00+2h 6m"
"287","Code 8       (2019)+62.0+Science Fiction, Action, Crime, Thriller, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$157,209.00+1h 39m"
"288","The Orphanage       (2007)+72.0+Horror, Drama, Thriller+OriginalTitleElorfanatoStatusReleasedOriginalLanguageSpanish;CastilianBudget$3,400,000.00Revenue$78,638,987.00+1h 45m"
"289","The Mist       (2007)+69.0+Horror, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget$18,000,000.00Revenue$57,096,190.00+2h 6m"
"290","The Girl on the Train       (2016)+64.0+Crime, Drama, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$45,000,000.00Revenue$173,185,859.00+1h 52m"
"291","The Last Letter From Your Lover       (2021)+75.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue$1,451,974.00+1h 50m"
"292","Halloween       (1978)+76.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$325,000.00Revenue$70,274,000.00+1h 31m"
"293","The Worst Person in the World       (2021)+76.0+Comedy, Drama, Romance+OriginalTitleVerdensverstemenneskeStatusReleasedOriginalLanguageNorwegianBudget$5,000,000.00Revenue$11,800,000.00+2h 8m"
"294","E.T. the Extra-Terrestrial       (1982)+75.0+Science Fiction, Adventure, Family, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$10,500,000.00Revenue$792,965,500.00+1h 55m"
"295","Transformers: Dark of the Moon       (2011)+61.0+Action, Science Fiction, Adventure+StatusReleasedOriginalLanguageEnglishBudget$195,000,000.00Revenue$1,123,794,079.00+2h 34m"
"296","Going in Style       (2017)+67.0+Crime, Comedy+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$84,618,541.00+1h 36m"
"297","Total Recall       (1990)+73.0+Action, Adventure, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$65,000,000.00Revenue$261,317,921.00+1h 53m"
"298","Young & Beautiful       (2013)+64.0+Drama+OriginalTitleJeune&JolieStatusReleasedOriginalLanguageFrenchBudget$4,645,437.00Revenue$9,757,417.00+1h 35m"
"299","Gnomeo & Juliet       (2011)+58.0+Animation, Family+StatusReleasedOriginalLanguageEnglishBudget$36,000,000.00Revenue$189,712,432.00+1h 24m"
"300","Oxygen       (2021)+66.0+Science Fiction, Thriller, Horror+OriginalTitleOxygèneStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 40m"
