"","x"
"161","Home Sweet Home Alone       (2021)+51.0+Family, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 33m"
"162","Dragon Ball Z: Bio-Broly       (1994)+58.0+Animation, Action, Science Fiction+OriginalTitleドラゴンボールＺ超戦士撃破!!勝のはオレだStatusReleasedOriginalLanguageJapaneseBudget-Revenue$19,500,000.00+50m"
"163","The Proposal       (2009)+71.0+Comedy, Romance, Drama+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$317,375,031.00+1h 48m"
"164","Naruto Shippuden the Movie: Blood Prison       (2011)+72.0+Thriller, Animation, Action, Comedy, Horror, Mystery+OriginalTitle劇場版NARUTO-ナルト-ブラッド・プリズンStatusReleasedOriginalLanguageJapaneseBudget-Revenue-+1h 48m"
"165","A Silent Voice: The Movie       (2016)+84.0+Animation, Drama, Romance+OriginalTitle映画聲の形StatusReleasedOriginalLanguageJapaneseBudget-Revenue$30,156,463.00+2h 10m"
"166","Grown Ups 2       (2013)+61.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$247,022,278.00+1h 41m"
"167","Sweet Girl       (2021)+68.0+Action+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 50m"
"168","Evangelion: 3.0+1.0 Thrice Upon a Time       (2021)+84.0+Animation, Action, Science Fiction, Drama+OriginalTitleシン・エヴァンゲリオン劇場版:||StatusReleasedOriginalLanguageJapaneseBudget-Revenue$92,246,218.00+2h 35m"
"169","Furious 7       (2015)+72.0+Action, Thriller, Crime, Adventure+StatusReleasedOriginalLanguageEnglishBudget$190,000,000.00Revenue$1,515,047,671.00+2h 17m"
"170","How I Became a Superhero       (2020)+62.0+Science Fiction, Adventure, Action, Comedy, Thriller+OriginalTitleCommentjesuisdevenusuper-hérosStatusReleasedOriginalLanguageFrenchBudget$18,000,000.00Revenue-+1h 41m"
"171","AINBO: Spirit of the Amazon       (2021)+71.0+Adventure, Animation, Family, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue$7,877,742.00+1h 24m"
"172","Injustice       (2021)+77.0+Animation, Science Fiction, Fantasy, Action+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 18m"
"173","The Kissing Booth 3       (2021)+71.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 52m"
"174","Spider-Man       (2002)+72.0+Fantasy, Action+StatusReleasedOriginalLanguageEnglishBudget$139,000,000.00Revenue$821,708,551.00+2h 1m"
"175","Toy Story 4       (2019)+76.0+Family, Adventure, Animation, Comedy, Fantasy, Drama+StatusReleasedOriginalLanguageEnglishBudget$175,000,000.00Revenue$1,073,394,593.00+1h 40m"
"176","Wrong Turn       (2021)+60.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$3,777,969.00+1h 50m"
"177","Aquaman       (2018)+69.0+Action, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$160,000,000.00Revenue$1,148,528,393.00+2h 23m"
"178","Despicable Me 3       (2017)+64.0+Action, Animation, Comedy, Family, Adventure+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$1,031,552,585.00+1h 36m"
"179","Malignant       (2021)+69.0+Thriller, Horror, Mystery+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$24,640,084.00+1h 51m"
"180","Peter Rabbit 2: The Runaway       (2021)+72.0+Family, Comedy, Adventure, Animation, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$45,000,000.00Revenue$153,000,000.00+1h 33m"
"181","Godzilla: King of the Monsters       (2019)+67.0+Science Fiction, Action+StatusReleasedOriginalLanguageEnglishBudget$170,000,000.00Revenue$386,600,138.00+2h 12m"
"182","Kingdom: Ashin of the North       (2021)+75.0+Drama, Fantasy, Thriller+OriginalTitle킹덤:아신전StatusReleasedOriginalLanguageKoreanBudget-Revenue-+1h 32m"
"183","Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)       (2020)+70.0+Action, Crime+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$201,858,461.00+1h 49m"
"184","House of Gucci       (2021)+67.0+Drama, Crime, History+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$151,758,425.00+2h 38m"
"185","SAS: Red Notice       (2021)+59.0+Drama, Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h"
"186","Road to Ninja: Naruto the Movie       (2012)+76.0+Animation, Fantasy, Action+StatusReleasedOriginalLanguageJapaneseBudget-Revenue$17,322,136.00+1h 49m"
"187","Captain Marvel       (2019)+69.0+Action, Adventure, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$152,000,000.00Revenue$1,128,276,090.00+2h 4m"
"188","How to Train Your Dragon: The Hidden World       (2019)+78.0+Animation, Family, Adventure+StatusReleasedOriginalLanguageEnglishBudget$129,000,000.00Revenue$517,526,875.00+1h 44m"
"189","Dragon Ball Z: Cooler's Revenge       (1991)+69.0+Action, Animation, Science Fiction+OriginalTitleドラゴンボールZとびっきりの最強対最強StatusReleasedOriginalLanguageJapaneseBudget-Revenue$16,331,742.00+48m"
"190","Terminator Genisys       (2015)+59.0+Science Fiction, Action, Thriller, Adventure+StatusReleasedOriginalLanguageEnglishBudget$155,000,000.00Revenue$440,603,537.00+2h 6m"
"191","The Angry Birds Movie 2       (2019)+72.0+Animation, Comedy, Adventure, Family+StatusReleasedOriginalLanguageEnglishBudget$65,000,000.00Revenue$147,792,047.00+1h 37m"
"192","Love & Other Drugs       (2010)+70.0+Drama, Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$102,820,008.00+1h 52m"
"193","Once Upon a Snowman       (2020)+69.0+Animation, Family, Comedy, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+7m"
"194","Fear Street: 1994       (2021)+68.0+Mystery, Horror+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 47m"
"195","Despicable Me 2       (2013)+69.0+Animation, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$76,000,000.00Revenue$970,761,885.00+1h 38m"
"196","Maze Runner: The Scorch Trials       (2015)+67.0+Science Fiction, Action, Thriller, Adventure+StatusReleasedOriginalLanguageEnglishBudget$61,000,000.00Revenue$312,296,056.00+2h 11m"
"197","The ProtÃ©gÃ©       (2021)+66.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$8,639,684.00+1h 49m"
"198","Vicky and Her Mystery       (2021)+72.0+Adventure, Family, Drama+OriginalTitleMystèreStatusReleasedOriginalLanguageFrenchBudget$6,500,000.00Revenue$4,181,043.00+1h 24m"
"199","Kingsman: The Secret Service       (2015)+76.0+Crime, Comedy, Action, Adventure+StatusReleasedOriginalLanguageEnglishBudget$81,000,000.00Revenue$414,351,546.00+2h 9m"
"200","Inception       (2010)+84.0+Action, Science Fiction, Adventure+StatusReleasedOriginalLanguageEnglishBudget$160,000,000.00Revenue$825,532,764.00+2h 28m"
"201","Jiu Jitsu       (2020)+50.0+Action, Science Fiction, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$23,000,000.00Revenue$99,924.00+1h 42m"
"202","Star Wars       (1977)+82.0+Adventure, Action, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$11,000,000.00Revenue$775,398,007.00+2h 1m"
"203","Public Enemies       (2009)+67.0+Action, Crime+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$214,104,620.00+2h 20m"
"204","The Lord of the Rings: The Fellowship of the Ring       (2001)+84.0+Adventure, Fantasy, Action+StatusReleasedOriginalLanguageEnglishBudget$93,000,000.00Revenue$871,368,364.00+2h 59m"
"205","The Hunger Games: Mockingjay - Part 1       (2014)+68.0+Science Fiction, Adventure, Thriller+StatusReleasedOriginalLanguageEnglishBudget$125,000,000.00Revenue$752,100,229.00+2h 3m"
"206","Cosmic Sin       (2021)+42.0+Action, Adventure, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue-+1h 28m"
"207","San Andreas       (2015)+62.0+Action, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$110,000,000.00Revenue$473,990,832.00+1h 54m"
"208","The Stronghold       (2021)+75.0+Thriller, Action, Crime+OriginalTitleBACNordStatusReleasedOriginalLanguageFrenchBudget$14,479,740.00Revenue-+1h 45m"
"209","Dragon Ball Z: The World's Strongest       (1990)+64.0+Action, Animation, Science Fiction+OriginalTitleドラゴンボールZこの世で一番強いヤツStatusReleasedOriginalLanguageJapaneseBudget-Revenue$18,000,000.00+1h"
"210","Kung Fu Panda       (2008)+72.0+Action, Adventure, Animation, Family, Comedy+StatusReleasedOriginalLanguageEnglishBudget$130,000,000.00Revenue$631,744,560.00+1h 30m"
"211","Ready Player One       (2018)+76.0+Science Fiction, Adventure, Action+StatusReleasedOriginalLanguageEnglishBudget$175,000,000.00Revenue$582,890,172.00+2h 20m"
"212","The Last Airbender       (2010)+47.0+Action, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$319,713,881.00+1h 43m"
"213","Last Night in Soho       (2021)+75.0+Thriller, Horror, Mystery+StatusReleasedOriginalLanguageEnglishBudget$43,000,000.00Revenue$22,957,625.00+1h 57m"
"214","Mad Max: Fury Road       (2015)+76.0+Action, Adventure, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$378,858,340.00+2h 1m"
"215","No One Gets Out Alive       (2021)+60.0+Horror, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 25m"
"216","The Hobbit: An Unexpected Journey       (2012)+73.0+Adventure, Fantasy, Action+StatusReleasedOriginalLanguageEnglishBudget$250,000,000.00Revenue$1,021,103,568.00+2h 49m"
"217","The Lord of the Rings: The Two Towers       (2002)+84.0+Adventure, Fantasy, Action+StatusReleasedOriginalLanguageEnglishBudget$79,000,000.00Revenue$926,287,400.00+2h 59m"
"218","Spiral: From the Book of Saw       (2021)+61.0+Horror, Crime, Mystery+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$40,618,920.00+1h 33m"
"219","Predators       (2010)+62.0+Science Fiction, Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$127,233,108.00+1h 47m"
"220","Dragon Ball Super: Broly       (2018)+78.0+Action, Science Fiction, Animation+OriginalTitleドラゴンボール超スーパーブロリーStatusReleasedOriginalLanguageJapaneseBudget$1,000,000.00Revenue$125,002,821.00+1h 41m"
"221","Voyagers       (2021)+61.0+Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$4,284,903.00+1h 48m"
"222","X-Men: Apocalypse       (2016)+65.0+Action, Adventure, Science Fiction, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$178,000,000.00Revenue$543,934,787.00+2h 24m"
"223","The Lord of the Rings: The Return of the King       (2003)+85.0+Adventure, Fantasy, Action+StatusReleasedOriginalLanguageEnglishBudget$94,000,000.00Revenue$1,118,888,979.00+3h 21m"
"224","Jolt       (2021)+67.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$238,524.00+1h 31m"
"225","Spider-Man 3       (2007)+64.0+Fantasy, Action, Adventure+StatusReleasedOriginalLanguageEnglishBudget$258,000,000.00Revenue$890,871,626.00+2h 19m"
"226","Spider-Man: Into the Spider-Verse       (2018)+84.0+Action, Adventure, Animation, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$90,000,000.00Revenue$375,540,831.00+1h 57m"
"227","Dragon Ball Z: Super Android 13!       (1992)+67.0+Action, Animation, Science Fiction+OriginalTitleドラゴンボールＺ極限バトル！三大超サイヤ人StatusReleasedOriginalLanguageJapaneseBudget-Revenue$18,554,927.00+46m"
"228","How to Train Your Dragon: Homecoming       (2019)+81.0+Animation, Fantasy, Adventure, Action, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+22m"
"229","Scary Movie       (2000)+63.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$19,000,000.00Revenue$278,019,771.00+1h 28m"
"230","Awake       (2021)+60.0+Drama, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 36m"
"231","Five Feet Apart       (2019)+83.0+Romance, Drama+StatusReleasedOriginalLanguageEnglishBudget$7,000,000.00Revenue$91,500,000.00+1h 56m"
"232","The Exorcist       (1973)+77.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$11,000,000.00Revenue$441,306,145.00+2h 2m"
"233","Don't Look Up       (2021)+72.0+Comedy, Drama, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$784,681.00+2h 18m"
"234","We Can Be Heroes       (2020)+62.0+Action, Fantasy, Family, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 37m"
"235","Taken 2       (2012)+63.0+Action, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$45,000,000.00Revenue$376,141,306.00+1h 31m"
"236","The Hobbit: The Desolation of Smaug       (2013)+76.0+Fantasy, Adventure, Action+StatusReleasedOriginalLanguageEnglishBudget$250,000,000.00Revenue$958,400,000.00+2h 41m"
"237","Rascal Does Not Dream of a Dreaming Girl       (2019)+84.0+Animation, Comedy, Romance, Drama, Fantasy+OriginalTitle青春ブタ野郎はゆめみる少女の夢を見ないStatusReleasedOriginalLanguageJapaneseBudget-Revenue-+1h 30m"
"238","Maze Runner: The Death Cure       (2018)+71.0+Science Fiction, Action, Adventure, Thriller+StatusReleasedOriginalLanguageEnglishBudget$62,000,000.00Revenue$288,175,335.00+2h 23m"
"239","Train to Busan       (2016)+78.0+Action, Horror, Thriller+OriginalTitle부산행StatusReleasedOriginalLanguageKoreanBudget$8,500,000.00Revenue$87,547,518.00+1h 58m"
"240","Sing       (2016)+71.0+Animation, Comedy, Family, Music+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$634,151,679.00+1h 48m"
"241","Transformers: The Last Knight       (2017)+61.0+Action, Adventure, Science Fiction, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$217,000,000.00Revenue$605,425,157.00+2h 35m"
"242","Fear Street: 1978       (2021)+73.0+Mystery, Horror+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 50m"
"243","Prometheus       (2012)+65.0+Science Fiction, Adventure, Mystery+StatusReleasedOriginalLanguageEnglishBudget$130,000,000.00Revenue$403,354,469.00+2h 4m"
"244","Dragon Ball Z: Wrath of the Dragon       (1995)+72.0+Animation, Action, Science Fiction+OriginalTitleドラゴンボールZ龍拳爆発!!悟空がやらねば誰がやるStatusReleasedOriginalLanguageJapaneseBudget-Revenue$24,000,000.00+51m"
"245","The Hangover Part II       (2011)+64.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$586,764,305.00+1h 42m"
"246","Dawn of the Planet of the Apes       (2014)+73.0+Science Fiction, Action, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$170,000,000.00Revenue$710,644,566.00+2h 10m"
"247","Jack Reacher       (2012)+66.0+Crime, Drama, Thriller, Action+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$218,340,595.00+2h 10m"
"248","White Chicks       (2004)+69.0+Comedy, Crime+StatusReleasedOriginalLanguageEnglishBudget$37,000,000.00Revenue$113,086,475.00+1h 49m"
"249","Skylines       (2020)+56.0+Science Fiction, Action+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 53m"
"250","Outside the Wire       (2021)+64.0+Thriller, Action, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 56m"
"251","Shazam!       (2019)+71.0+Action, Comedy, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$365,971,656.00+2h 12m"
"252","Girl in the Basement       (2021)+80.0+Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 30m"
"253","Penguins of Madagascar       (2014)+65.0+Family, Animation, Adventure, Comedy+StatusReleasedOriginalLanguageEnglishBudget$132,000,000.00Revenue$373,552,094.00+1h 32m"
"254","Naruto Shippuden the Movie: The Lost Tower       (2010)+70.0+Adventure, Action, Animation+OriginalTitle劇場版NARUTO-ナルト-疾風伝ザ・ロストタワーStatusReleasedOriginalLanguageJapaneseBudget-Revenue-+1h 25m"
"255","Batman v Superman: Dawn of Justice       (2016)+59.0+Action, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$250,000,000.00Revenue$873,637,528.00+2h 32m"
"256","Alien: Covenant       (2017)+61.0+Horror, Science Fiction, Mystery+StatusReleasedOriginalLanguageEnglishBudget$97,000,000.00Revenue$240,891,763.00+2h 2m"
"257","Tenet       (2020)+72.0+Action, Thriller, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$205,000,000.00Revenue$363,129,000.00+2h 30m"
"258","Dragon Ball Z: The Tree of Might       (1990)+65.0+Action, Animation, Science Fiction+OriginalTitleドラゴンボールZ地球まるごと超決戦StatusReleasedOriginalLanguageJapaneseBudget-Revenue$15,000,000.00+1h 1m"
"259","Terminator Salvation       (2009)+60.0+Action, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget$200,000,000.00Revenue$371,353,001.00+1h 57m"
"260","American Sniper       (2014)+74.0+War, Action+StatusReleasedOriginalLanguageEnglishBudget$58,800,000.00Revenue$542,307,423.00+2h 13m"
"261","The Nun       (2018)+58.0+Horror, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$22,000,000.00Revenue$365,550,119.00+1h 36m"
"262","Aladdin       (2019)+71.0+Adventure, Fantasy, Romance, Family+StatusReleasedOriginalLanguageEnglishBudget$183,000,000.00Revenue$1,047,612,394.00+2h 8m"
"263","Maleficent: Mistress of Evil       (2019)+73.0+Family, Fantasy, Adventure+StatusReleasedOriginalLanguageEnglishBudget$185,000,000.00Revenue$491,570,967.00+1h 59m"
"264","He's All That       (2021)+67.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 31m"
"265","Star Wars: The Rise of Skywalker       (2019)+64.0+Adventure, Action, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$250,000,000.00Revenue$1,074,144,248.00+2h 22m"
"266","Dragon Ball Z: Bojack Unbound       (1993)+70.0+Action, Animation, Science Fiction+OriginalTitleドラゴンボールZ銀河ギリギリ!!ぶっちぎりの凄い奴StatusReleasedOriginalLanguageJapaneseBudget-Revenue$20,100,000.00+51m"
"267","More the Merrier       (2021)+67.0+Comedy, Romance+OriginalTitleDondecabendosStatusReleasedOriginalLanguageSpanish;CastilianBudget-Revenue-+1h 52m"
"268","Spirit: Stallion of the Cimarron       (2002)+77.0+Western, Animation, Adventure, Comedy, Family, Drama+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$122,563,539.00+1h 23m"
"269","Ponyo       (2008)+77.0+Animation, Fantasy, Family+OriginalTitle崖の上のポニョStatusReleasedOriginalLanguageJapaneseBudget$41,677,699.00Revenue$202,404,009.00+1h 40m"
"270","I Am Legend       (2007)+72.0+Drama, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$585,410,052.00+1h 41m"
"271","Ralph Breaks the Internet       (2018)+72.0+Family, Animation, Comedy, Adventure+StatusReleasedOriginalLanguageEnglishBudget$175,000,000.00Revenue$529,221,154.00+1h 52m"
"272","Fairy Tail: Dragon Cry       (2017)+65.0+Action, Adventure, Comedy, Fantasy, Animation+OriginalTitle劇場版FAIRYTAIL『DRAGONCRY』StatusReleasedOriginalLanguageJapaneseBudget-Revenue-+1h 25m"
"273","Call Me by Your Name       (2017)+82.0+Romance, Drama+StatusReleasedOriginalLanguageEnglishBudget$4,000,000.00Revenue$41,063,475.00+2h 12m"
"274","Warrior       (2011)+78.0+Drama, Action+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$23,308,615.00+2h 20m"
"275","Jumanji: The Next Level       (2019)+70.0+Adventure, Comedy, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$125,000,000.00Revenue$800,059,707.00+2h 3m"
"276","Dragon Ball Z: Bardock - The Father of Goku       (1990)+75.0+Animation, Action, Science Fiction, Drama, Fantasy+OriginalTitleドラゴンボールZたったひとりの最終決戦〜フリーザに挑んだZ戦士孫悟空の父〜StatusReleasedOriginalLanguageJapaneseBudget-Revenue-+48m"
"277","The Unforgivable       (2021)+75.0+Drama, Crime+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 52m"
"278","Ashfall       (2019)+66.0+Action, Adventure, Thriller+OriginalTitle백두산StatusReleasedOriginalLanguageKoreanBudget$17,700,000.00Revenue$61,321,941.00+2h 8m"
"279","The Human Centipede (First Sequence)       (2009)+52.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$2,011,799.00Revenue$252,207.00+1h 32m"
"280","Zombieland       (2009)+73.0+Comedy, Horror+StatusReleasedOriginalLanguageEnglishBudget$23,600,000.00Revenue$102,391,540.00+1h 28m"
"281","Rambo: Last Blood       (2019)+65.0+Action, Thriller, Drama+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$91,490,353.00+1h 29m"
"282","Vivo       (2021)+76.0+Animation, Family, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 39m"
"283","Chaos Walking       (2021)+67.0+Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$125,000,000.00Revenue$26,943,020.00+1h 49m"
"284","Annabelle Comes Home       (2019)+64.0+Horror, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$231,252,591.00+1h 46m"
"285","Host       (2020)+66.0+Horror, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue$26,745.00+57m"
"286","Madagascar       (2005)+69.0+Family, Animation, Adventure, Comedy+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$542,063,846.00+1h 26m"
"287","The New Mutants       (2020)+62.0+Horror, Science Fiction, Mystery, Action+StatusReleasedOriginalLanguageEnglishBudget$67,000,000.00Revenue$49,169,594.00+1h 34m"
"288","Honest Thief       (2020)+65.0+Thriller, Action, Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$31,220,247.00+1h 39m"
"289","Bad Boys for Life       (2020)+72.0+Thriller, Action, Crime+StatusReleasedOriginalLanguageEnglishBudget$90,000,000.00Revenue$426,505,244.00+2h 4m"
"290","The Dark Knight Rises       (2012)+78.0+Action, Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$250,000,000.00Revenue$1,081,041,287.00+2h 45m"
"291","Dragon Ball Z: Fusion Reborn       (1995)+75.0+Animation, Action, Fantasy, Science Fiction+OriginalTitleドラゴンボールZ復活のフュージョン!!悟空とベジータStatusReleasedOriginalLanguageJapaneseBudget-Revenue$23,500,000.00+55m"
"292","Hitman: Agent 47       (2015)+58.0+Action, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$81,967,450.00+1h 36m"
"293","Dragon Ball Z: The Return of Cooler       (1992)+66.0+Action, Animation, Science Fiction+OriginalTitleドラゴンボールZ激突!!100億パワーの戦士たちStatusReleasedOriginalLanguageJapaneseBudget-Revenue$19,581,369.00+46m"
"294","Brothers       (2009)+71.0+Drama, Thriller, War+StatusReleasedOriginalLanguageEnglishBudget$26,000,000.00Revenue$43,318,349.00+1h 45m"
"295","X-Men: Days of Future Past       (2014)+75.0+Action, Adventure, Fantasy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$250,000,000.00Revenue$747,862,775.00+2h 12m"
"296","King Richard       (2021)+79.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$30,000,000.00+2h 25m"
"297","How to Train Your Dragon 2       (2014)+77.0+Fantasy, Action, Adventure, Animation, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$145,000,000.00Revenue$621,537,500.00+1h 42m"
"298","The Hangover Part III       (2013)+62.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$103,000,000.00Revenue$362,000,072.00+1h 40m"
"299","Chappie       (2015)+68.0+Crime, Action, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$49,000,000.00Revenue$104,399,548.00+2h"
"300","Cars       (2006)+69.0+Animation, Adventure, Comedy, Family+StatusReleasedOriginalLanguageEnglishBudget$120,000,000.00Revenue$461,983,149.00+1h 57m"
"301","Don't Be a Menace to South Central While Drinking Your Juice in the Hood       (1996)+69.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$3,800,000.00Revenue$20,109,115.00+1h 29m"
"302","Suicide Squad       (2016)+59.0+Action, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$175,000,000.00Revenue$746,846,894.00+2h 3m"
"303","CODA       (2021)+80.0+Drama, Music, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 52m"
"304","The Hunt       (2020)+67.0+Action, Thriller, Horror+StatusReleasedOriginalLanguageEnglishBudget$14,000,000.00Revenue$8,621,288.00+1h 30m"
"305","Taken       (2008)+74.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$226,830,568.00+1h 34m"
"306","Kate       (2021)+67.0+Action+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 46m"
"307","Escape Room: Tournament of Champions       (2021)+67.0+Horror, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$44,888,959.00+1h 28m"
"308","The Matrix       (1999)+82.0+Action, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$63,000,000.00Revenue$463,517,383.00+2h 16m"
"309","No Strings Attached       (2011)+63.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$149,228,077.00+1h 47m"
"310","Just Go with It       (2011)+66.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$214,945,591.00+1h 57m"
"311","Logan       (2017)+78.0+Action, Drama, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$97,000,000.00Revenue$619,021,436.00+2h 17m"
"312","Bohemian Rhapsody       (2018)+80.0+Music, Drama, History+StatusReleasedOriginalLanguageEnglishBudget$52,000,000.00Revenue$894,027,543.00+2h 15m"
"313","The Trip       (2021)+67.0+Action, Comedy, Thriller, Horror+OriginalTitleIondedagerStatusReleasedOriginalLanguageNorwegianBudget-Revenue-+1h 55m"
"314","The Meg       (2018)+62.0+Action, Science Fiction, Horror+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$530,243,742.00+1h 53m"
"315","Inglourious Basterds       (2009)+82.0+Drama, Action, Thriller, War+StatusReleasedOriginalLanguageEnglishBudget$70,000,000.00Revenue$321,457,747.00+2h 33m"
"316","The Expendables       (2010)+62.0+Thriller, Adventure, Action+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$274,470,394.00+1h 43m"
"317","The Dark Knight       (2008)+85.0+Drama, Action, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$185,000,000.00Revenue$1,004,558,444.00+2h 32m"
"318","Superbad       (2007)+72.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$170,812,526.00+1h 53m"
"319","Incredibles 2       (2018)+75.0+Action, Adventure, Animation, Family+StatusReleasedOriginalLanguageEnglishBudget$200,000,000.00Revenue$1,242,805,359.00+1h 58m"
"320","Night Teeth       (2021)+66.0+Horror, Thriller, Action+StatusReleasedOriginalLanguageEnglishBudget$21,700,000.00Revenue-+1h 47m"
"321","Beckett       (2021)+63.0+Crime, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 49m"
