"","x"
"180","Bad Tales       (2020)+68.0+Drama+OriginalTitleFavolacceStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 38m"
"181","Keep an Eye Out       (2018)+66.0+Comedy+OriginalTitleAuposte!StatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 13m"
"182","W.       (2008)+61.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget$25,100,000.00Revenue$29,506,464.00+2h 9m"
"183","Lou       (2017)+76.0+Family, Fantasy, Animation+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+6m"
"184","Bis       (2015)+54.0+Comedy+StatusReleasedOriginalLanguageFrenchBudget$14,000,000.00Revenue$10,846,026.00+1h 38m"
"185","Viva l'Italia       (2012)+63.0+Comedy+StatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 40m"
"186","Do You See Me?       (2014)+64.0+Comedy+OriginalTitleScusateseesisto!StatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 46m"
"187","Blessed Madness       (2018)+61.0+Comedy, Family+OriginalTitleBenedettafolliaStatusReleasedOriginalLanguageItalianBudget-Revenue$4,154,000.00+1h 49m"
"188","Trouble at Timpetill       (2008)+61.0+Fantasy, Adventure, Family+OriginalTitleLesenfantsdeTimpelbachStatusReleasedOriginalLanguageFrenchBudget-Revenue-+2h 13m"
"189","My Mom is a Character 3       (2019)+82.0+Comedy+OriginalTitleMinhaMãeéumaPeça3:OFilmeStatusReleasedOriginalLanguagePortugueseBudget$2,000,000.00Revenue$39,273,021.00+1h 51m"
"190","Life Is a Long Quiet River       (1988)+67.0+Comedy+OriginalTitleLavieestunlongfleuvetranquilleStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 30m"
"191","Kidz       (2020)+59.0+Comedy+OriginalTitleFigliStatusReleasedOriginalLanguageItalianBudget-Revenue$3,700,000.00+1h 37m"
"192","The Mystery of Henri Pick       (2019)+65.0+Drama, Comedy+OriginalTitleLeMystèreHenriPickStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 41m"
"193","The Science of Sleep       (2006)+71.0+Comedy, Drama, Fantasy+OriginalTitleLaSciencedesrêvesStatusReleasedOriginalLanguageFrenchBudget$6,000,000.00Revenue$9,524,340.00+1h 45m"
"194","The Goddess of Fortune       (2019)+72.0+Drama+OriginalTitleLadeafortunaStatusReleasedOriginalLanguageItalianBudget$4,000,000.00Revenue$8,277,796.00+1h 54m"
"195","Comment c'est Loin       (2015)+70.0+Comedy+StatusReleasedOriginalLanguageFrenchBudget$2,023,920.00Revenue-+1h 30m"
"196","Taxi       (2015)+69.0+Comedy, Drama+OriginalTitleتاکسیStatusReleasedOriginalLanguagePersianBudget-Revenue-+1h 22m"
"197","Problemos       (2017)+55.0+Comedy+StatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 25m"
"198","Let's Go to the Country       (2014)+62.0+Comedy+OriginalTitleAndiamoaquelpaeseStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 35m"
"199","Last Year at Marienbad       (1961)+76.0+Drama, Romance+OriginalTitleL'AnnéedernièreàMarienbadStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 35m"
"200","Me Against You: Mr. S's Vendetta       (2020)+82.0+Comedy, Family+OriginalTitleMecontroTe:Ilfilm-LavendettadelSignorSStatusReleasedOriginalLanguageItalianBudget$75,000.00Revenue$9,500,000.00+1h 4m"
"201","Dikkenek       (2006)+67.0+Comedy+StatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 24m"
"202","Bianca       (1984)+76.0+Drama, Comedy+StatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 36m"
"203","Hair Love       (2019)+77.0+Animation, Family, Drama+StatusReleasedOriginalLanguageEnglishBudget$284,058.00Revenue-+7m"
"204","Them Who?       (2015)+65.0+Comedy+OriginalTitleLorochi?StatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 35m"
"205","The Talent of the Hornet       (2020)+64.0+Thriller+OriginalTitleIltalentodelcalabroneStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 33m"
"206","Room(h)ates       (2017)+53.0+Comedy+OriginalTitleSouslemêmetoitStatusReleasedOriginalLanguageFrenchBudget-Revenue$4,855,506.00+1h 37m"
"207","Amis publics       (2016)+63.0+Comedy+StatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 38m"
"208","X-Men: First Class       (2011)+73.0+Action, Science Fiction, Adventure+StatusReleasedOriginalLanguageEnglishBudget$160,000,000.00Revenue$353,624,124.00+2h 12m"
"209","A Rainy Day in New York       (2019)+65.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$23,800,000.00+1h 32m"
"210","Tracks       (2013)+69.0+Adventure, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$4,878,242.00+1h 52m"
"211","G.B.F.       (2013)+60.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$3,200,000.00Revenue-+1h 33m"
"212","Grave of the Fireflies       (1988)+84.0+Animation, Drama, War+OriginalTitle火垂るの墓StatusReleasedOriginalLanguageJapaneseBudget$3,700,000.00Revenue$516,962.00+1h 29m"
"213","The Ring       (2002)+66.0+Horror, Mystery+StatusReleasedOriginalLanguageEnglishBudget$48,000,000.00Revenue$249,348,933.00+1h 55m"
